,City_x,State,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Country Code,pop_thou,avg_5_yr_growth_thou,Percent Fertile,chrstpct,judpct,islmpct,budpct,zorpct,hinpct,sikhpct,shntpct,bahpct,taopct,jainpct,conpct,synpct,anmpct,nonpct,othrpct,sumpct,Country,City_y,AvgTemperature,pct_lt_sec,pct_some_sec,pct_some_ter
206,Dusseldorf,None,176.0075,94.80999999999999,68.98,72.91999999999999,69.09,10.4225,30.1875,32.912499999999994,DEU,602.0,14.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Hamburg,-13.390460921843708,0.04,0.485,0.3
207,Dusseldorf,None,176.0075,94.80999999999999,68.98,72.91999999999999,69.09,10.4225,30.1875,32.912499999999994,DEU,602.0,14.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Munich,46.14548264858409,0.04,0.485,0.3
208,Edinburgh,None,189.6657142857143,96.85785714285713,70.01428571428572,77.83642857142857,76.68000000000002,7.845714285714286,25.03571428571429,20.985714285714284,GBR,496.0,16.0,45.680610662694775,,,,,,,,,,,,,,,,,,United Kingdom,Belfast,49.648305633498744,0.20500000000000002,0.38,0.28
209,Edinburgh,None,189.6657142857143,96.85785714285713,70.01428571428572,77.83642857142857,76.68000000000002,7.845714285714286,25.03571428571429,20.985714285714284,GBR,496.0,16.0,45.680610662694775,,,,,,,,,,,,,,,,,,United Kingdom,London,52.36522771422388,0.20500000000000002,0.38,0.28
210,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Calgary,39.38388732394368,0.035,0.355,0.545
211,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Edmonton,38.78062466197947,0.035,0.355,0.545
212,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Halifax,43.825658357977666,0.035,0.355,0.545
213,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Montreal,45.22026956065097,0.035,0.355,0.545
214,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Ottawa,43.94288128432612,0.035,0.355,0.545
215,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Quebec City,39.6192768483542,0.035,0.355,0.545
216,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Regina,36.81293977984024,0.035,0.355,0.545
217,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Toronto,47.59833826221671,0.035,0.355,0.545
218,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Vancouver,50.37682016617379,0.035,0.355,0.545
219,Edmonton,None,175.90444444444444,113.98888888888888,59.483333333333334,77.05666666666667,79.17444444444442,4.349444444444445,35.09222222222222,27.61555555555556,CAN,1266.0,124.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Winnipeg,37.56397690466138,0.035,0.355,0.545
220,Eindhoven,None,198.053,105.92,75.16,79.29299999999999,76.05,5.476,26.108999999999998,21.231,NLD,337.0,9.0,44.44224338206591,,,,,,,,,,,,,,,,,,,,,0.08499999999999999,0.405,0.27
221,Frankfurt,None,181.55923076923077,118.55461538461537,61.07999999999999,70.10307692307694,78.48384615384614,8.721538461538461,26.63538461538462,38.66461538461538,DEU,713.0,31.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,None,-46.86804979253114,0.04,0.485,0.3
222,Frankfurt,None,181.55923076923077,118.55461538461537,61.07999999999999,70.10307692307694,78.48384615384614,8.721538461538461,26.63538461538462,38.66461538461538,DEU,713.0,31.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Frankfurt,-13.668786266924569,0.04,0.485,0.3
223,Frankfurt,None,181.55923076923077,118.55461538461537,61.07999999999999,70.10307692307694,78.48384615384614,8.721538461538461,26.63538461538462,38.66461538461538,DEU,713.0,31.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Hamburg,-13.390460921843708,0.04,0.485,0.3
224,Frankfurt,None,181.55923076923077,118.55461538461537,61.07999999999999,70.10307692307694,78.48384615384614,8.721538461538461,26.63538461538462,38.66461538461538,DEU,713.0,31.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Munich,46.14548264858409,0.04,0.485,0.3
225,Gdansk,None,147.02230769230766,63.52076923076922,67.10076923076923,57.41307692307691,44.06692307692307,12.059999999999999,28.284615384615385,37.83615384615385,POL,462.0,1.0,48.161239481735194,1.8091,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0152,0.0,Poland,Warsaw,47.77608461040342,0.005,0.625,0.21000000000000002
226,Geneva,None,184.68692307692305,125.17076923076924,70.76769230769231,69.11615384615384,129.1153846153846,10.186923076923078,23.963846153846156,28.37230769230769,CHE,,,46.5893271944303,,,,,,,,,,,,,,,,,,Switzerland,None,49.0322793006693,0.03,0.52,0.22999999999999998
227,Geneva,None,184.68692307692305,125.17076923076924,70.76769230769231,69.11615384615384,129.1153846153846,10.186923076923078,23.963846153846156,28.37230769230769,CHE,,,46.5893271944303,,,,,,,,,,,,,,,,,,Switzerland,Geneva,51.38149147420681,0.03,0.52,0.22999999999999998
228,Geneva,None,184.68692307692305,125.17076923076924,70.76769230769231,69.11615384615384,129.1153846153846,10.186923076923078,23.963846153846156,28.37230769230769,CHE,,,46.5893271944303,,,,,,,,,,,,,,,,,,Switzerland,Zurich,49.07442262033234,0.03,0.52,0.22999999999999998
229,Genoa,None,138.66,49.120000000000005,57.115,71.16,78.715,8.385,35.04,53.85,ITA,,,43.344133495931544,1.5878,0.0012,0.0232,0.0002,0.0,0.0001,0.0004,0.0,0.0001,0.0,0.0,0.0,0.0008,0.0,0.1868,0.0055,0.0,Italy,Milan,54.195920569825184,0.135,0.385,0.125
230,Genoa,None,138.66,49.120000000000005,57.115,71.16,78.715,8.385,35.04,53.85,ITA,,,43.344133495931544,1.5878,0.0012,0.0232,0.0002,0.0,0.0001,0.0004,0.0,0.0001,0.0,0.0,0.0,0.0008,0.0,0.1868,0.0055,0.0,Italy,Rome,60.22482192963531,0.135,0.385,0.125
231,Gent,None,168.62,90.1,75.08,83.72,73.71,9.04,43.13,45.07,BEL,435.0,11.0,44.703075087838016,1.384,0.0056,0.1,0.006,0.0,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0593,0.0,Belgium,Brussels,51.057047269587684,0.08,0.33,0.355
232,Glasgow,None,174.275,100.12299999999998,54.25699999999999,84.391,69.985,6.368,37.666000000000004,31.913,GBR,1228.0,21.0,45.680610662694775,,,,,,,,,,,,,,,,,,United Kingdom,Belfast,49.648305633498744,0.20500000000000002,0.38,0.28
233,Glasgow,None,174.275,100.12299999999998,54.25699999999999,84.391,69.985,6.368,37.666000000000004,31.913,GBR,1228.0,21.0,45.680610662694775,,,,,,,,,,,,,,,,,,United Kingdom,London,52.36522771422388,0.20500000000000002,0.38,0.28
234,Gothenburg,None,182.74545454545452,106.33727272727275,55.452727272727266,67.99,75.68909090909091,9.995454545454544,23.071818181818184,20.14636363636363,SWE,,,44.82504601290699,,,,,,,,,,,,,,,,,,Sweden,Stockholm,45.093503129721704,0.07,0.44,0.36
235,Graz,None,168.215,76.1,74.345,78.08,77.22,8.795,27.17,37.754999999999995,AUT,,,46.12323916439334,,,,,,,,,,,,,,,,,,Austria,Vienna,51.04722641916694,0.03,0.49,0.26
236,Guadalajara,None,123.70900000000002,48.495,41.840999999999994,78.15599999999999,33.702000000000005,8.703999999999999,42.309000000000005,69.09799999999998,MEX,4831.0,381.0,53.3109535033709,1.9372,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0272,0.003,0.0,Mexico,Guadalajara,2.6051114482436546,0.195,0.325,0.14500000000000002
237,Guadalajara,None,123.70900000000002,48.495,41.840999999999994,78.15599999999999,33.702000000000005,8.703999999999999,42.309000000000005,69.09799999999998,MEX,4831.0,381.0,53.3109535033709,1.9372,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0272,0.003,0.0,Mexico,Mexico City,62.05048030221261,0.195,0.325,0.14500000000000002
238,Guadalajara,None,123.70900000000002,48.495,41.840999999999994,78.15599999999999,33.702000000000005,8.703999999999999,42.309000000000005,69.09799999999998,MEX,4831.0,381.0,53.3109535033709,1.9372,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0002,0.0272,0.003,0.0,Mexico,Monterrey,74.80889368591467,0.195,0.325,0.14500000000000002
239,Guatemala City,None,103.42,34.405,38.163333333333334,62.96333333333333,44.94,11.948333333333332,48.46333333333333,70.84666666666666,GTM,,,51.96474021713909,,,,,,,,,,,,,,,,,,Guatemala,Guatemala City,56.91135333477217,0.235,0.16,0.055
240,Gurgaon,None,112.373,95.589,39.448,70.29599999999999,32.173,7.42,40.918,91.04299999999998,IND,,,53.94534356764936,0.0469,0.0,0.268,0.0154,0.0001,0.8045,0.0187,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0004,0.0,India,None,81.53172890135951,0.28500000000000003,0.26,0.095
241,Gurgaon,None,112.373,95.589,39.448,70.29599999999999,32.173,7.42,40.918,91.04299999999998,IND,,,53.94534356764936,0.0469,0.0,0.268,0.0154,0.0001,0.8045,0.0187,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0004,0.0,India,None,78.87181092164924,0.28500000000000003,0.26,0.095
242,Gurgaon,None,112.373,95.589,39.448,70.29599999999999,32.173,7.42,40.918,91.04299999999998,IND,,,53.94534356764936,0.0469,0.0,0.268,0.0154,0.0001,0.8045,0.0187,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0004,0.0,India,Chennai,82.84702136844402,0.28500000000000003,0.26,0.095
243,Gurgaon,None,112.373,95.589,39.448,70.29599999999999,32.173,7.42,40.918,91.04299999999998,IND,,,53.94534356764936,0.0469,0.0,0.268,0.0154,0.0001,0.8045,0.0187,0.0,0.0014,0.0,0.0041,0.0,0.0001,0.0024,0.0031,0.0004,0.0,India,Delhi,75.79885590933651,0.28500000000000003,0.26,0.095
244,Haifa,None,146.85,79.595,71.695,73.9875,80.4425,9.3,29.8575,74.02250000000001,ISR,,,46.9179832046148,0.04,1.462,0.3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0042,0.0,Israel,Tel Aviv-Yafo,54.02044817927177,0.135,0.32,0.31
245,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Calgary,39.38388732394368,0.035,0.355,0.545
246,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Edmonton,38.78062466197947,0.035,0.355,0.545
247,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Halifax,43.825658357977666,0.035,0.355,0.545
248,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Montreal,45.22026956065097,0.035,0.355,0.545
249,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Ottawa,43.94288128432612,0.035,0.355,0.545
250,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Quebec City,39.6192768483542,0.035,0.355,0.545
251,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Regina,36.81293977984024,0.035,0.355,0.545
252,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Toronto,47.59833826221671,0.035,0.355,0.545
253,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Vancouver,50.37682016617379,0.035,0.355,0.545
254,Halifax,None,167.52499999999998,86.15199999999999,57.99300000000001,72.035,74.66,6.264,29.419,23.438,CAN,405.0,18.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Winnipeg,37.56397690466138,0.035,0.355,0.545
255,Hamburg,None,174.36714285714288,107.71285714285715,55.75428571428571,77.30000000000003,76.38000000000001,9.680000000000001,32.145,29.398571428571426,DEU,1827.0,42.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,None,-46.86804979253114,0.04,0.485,0.3
256,Hamburg,None,174.36714285714288,107.71285714285715,55.75428571428571,77.30000000000003,76.38000000000001,9.680000000000001,32.145,29.398571428571426,DEU,1827.0,42.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Frankfurt,-13.668786266924569,0.04,0.485,0.3
257,Hamburg,None,174.36714285714288,107.71285714285715,55.75428571428571,77.30000000000003,76.38000000000001,9.680000000000001,32.145,29.398571428571426,DEU,1827.0,42.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Hamburg,-13.390460921843708,0.04,0.485,0.3
258,Hamburg,None,174.36714285714288,107.71285714285715,55.75428571428571,77.30000000000003,76.38000000000001,9.680000000000001,32.145,29.398571428571426,DEU,1827.0,42.0,43.06582000928394,,,,,,,,,,,,,,,,,,Germany,Munich,46.14548264858409,0.04,0.485,0.3
259,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Calgary,39.38388732394368,0.035,0.355,0.545
260,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Edmonton,38.78062466197947,0.035,0.355,0.545
261,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Halifax,43.825658357977666,0.035,0.355,0.545
262,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Montreal,45.22026956065097,0.035,0.355,0.545
263,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Ottawa,43.94288128432612,0.035,0.355,0.545
264,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Quebec City,39.6192768483542,0.035,0.355,0.545
265,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Regina,36.81293977984024,0.035,0.355,0.545
266,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Toronto,47.59833826221671,0.035,0.355,0.545
267,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Vancouver,50.37682016617379,0.035,0.355,0.545
268,Hamilton,None,165.27666666666664,114.32083333333334,52.921666666666674,81.47666666666667,65.37416666666665,6.193333333333334,35.641666666666666,46.564166666666665,CAN,745.0,29.0,46.63107885173257,1.5322,0.0199,0.0388,0.0388,0.0002,0.008,0.008,0.0,0.0005,0.0001,0.0001,0.0001,0.0008,0.0021,0.1643,0.001,0.0,Canada,Winnipeg,37.56397690466138,0.035,0.355,0.545
269,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Bolivia,None,44.86714871573494,,,
270,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Czech Republic,Prague,47.60325922728247,,,
271,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Equador,None,73.72174616878895,,,
272,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Equador,Quito,42.43536351165968,,,
273,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Ivory Coast,None,75.1399525145691,,,
274,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Laos,None,79.96746168789109,,,
275,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Macedonia,Skopje,54.00780356179161,,,
276,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Myanmar (Burma),None,71.5116770990717,,,
277,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,North Korea,None,48.21019857543733,,,
278,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Russia,Moscow,41.92599827325716,,,
279,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Russia,Yerevan,53.69699318040915,,,
280,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Serbia-Montenegro,None,42.396761015465394,,,
281,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,South Korea,Seoul,52.87797323548456,,,
282,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Syria,None,62.80611980572022,,,
283,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Taiwan,Taipei,69.33387653788029,,,
284,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Tanzania,None,65.30484079173841,,,
285,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,The Netherlands,Amsterdam,50.818076840060336,,,
286,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Venezuela,Caracas,78.326011872639,,,
287,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Vietnam,Hanoi,74.7373192315993,,,
288,Hanoi,None,92.76428571428573,32.64142857142857,59.86,53.347142857142856,38.33571428571429,18.830000000000002,29.457142857142863,90.77142857142857,,,,,,,,,,,,,,,,,,,,,,Yugoslavia,Belgrade,54.03284049212184,,,
289,Helsinki,None,178.21,100.57642857142856,73.42214285714286,74.90857142857145,82.5207142857143,11.407142857142857,32.46,15.503571428571428,FIN,1176.0,53.0,42.851278008098205,1.588,0.0004,0.009,0.0018,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0007,0.0,0.166,0.0332,0.0,Finland,Helsinki,42.24399956831414,0.01,0.36,0.405
290,Ho Chi Minh City,None,48.76428571428572,28.431428571428576,44.192857142857136,53.43714285714287,40.59285714285714,23.437142857142852,31.482142857142858,93.60928571428572,,,,,,,,,,,,,,,,,,,,,,Bolivia,None,44.86714871573494,,,
291,Ho Chi Minh City,None,48.76428571428572,28.431428571428576,44.192857142857136,53.43714285714287,40.59285714285714,23.437142857142852,31.482142857142858,93.60928571428572,,,,,,,,,,,,,,,,,,,,,,Czech Republic,Prague,47.60325922728247,,,
292,Ho Chi Minh City,None,48.76428571428572,28.431428571428576,44.192857142857136,53.43714285714287,40.59285714285714,23.437142857142852,31.482142857142858,93.60928571428572,,,,,,,,,,,,,,,,,,,,,,Equador,None,73.72174616878895,,,
